index,cand_number,state,office,district,candidatevotes,election_month,election_type,icpsr_party_code,candidate,election_year
240,               2,Connecticut,State Offices,                2,                528135,11: November,General,MODERN REPUBLICAN,"DORSEY, DONALD T",1970.0
241,               1,Connecticut,President,                0,                810763,11: November,General,MODERN REPUBLICAN,"NIXON, RICHARD M",1972.0
242,               2,Connecticut,President,                0,                555498,11: November,General,DEMOCRAT,"MCGOVERN, GEORGE S",1972.0
243,               3,Connecticut,President,                0,                 17239,11: November,General,GEORGE WALLACE PARTY,"SCHMITZ, JOHN G",1972.0
244,               4,Connecticut,President,                0,                   777,11: November,General,                                                   .,,1972.0
245,               1,Connecticut,US Rep.,                1,                 96188,11: November,General,MODERN REPUBLICAN,"RITTENBAND, RICHARD M",1972.0
246,               2,Connecticut,US Rep.,                1,                130701,11: November,General,DEMOCRAT,"COTTER, WILLIAM R",1972.0
247,               3,Connecticut,US Rep.,                1,                  2778,11: November,General,GEORGE WALLACE PARTY,"BURKE, CHARLIE A",1972.0
248,               4,Connecticut,US Rep.,                1,                    15,11: November,General,                                                   .,,1972.0
249,               1,Connecticut,US Rep.,                2,                142094,11: November,General,MODERN REPUBLICAN,"STEELE, ROBERT H",1972.0
250,               2,Connecticut,US Rep.,                2,                 73400,11: November,General,DEMOCRAT,"HILSMAN, ROGER (JR)",1972.0
251,               3,Connecticut,US Rep.,                2,                    18,11: November,General,                                                   .,,1972.0
252,               1,Connecticut,US Rep.,                3,                106313,11: November,General,MODERN REPUBLICAN,"POVINELLI, HENRY A",1972.0
253,               2,Connecticut,US Rep.,                3,                121217,11: November,General,DEMOCRAT,"GIAIMO, ROBERT",1972.0
254,               3,Connecticut,US Rep.,                3,                    31,11: November,General,                                                   .,,1972.0
255,               1,Connecticut,US Rep.,                4,                135883,11: November,General,MODERN REPUBLICAN,"MCKINNEY, STEWART B",1972.0
256,               2,Connecticut,US Rep.,                4,                 79515,11: November,General,DEMOCRAT,"MCLOUGHLIN, JAMES P",1972.0
257,               3,Connecticut,US Rep.,                4,                    35,11: November,General,                                                   .,,1972.0
258,               1,Connecticut,US Rep.,                5,                117578,11: November,General,MODERN REPUBLICAN,"SARASIN, RONALD A",1972.0
259,               2,Connecticut,US Rep.,                5,                112142,11: November,General,DEMOCRAT,"MONAGAN, JOHN S",1972.0
260,               3,Connecticut,US Rep.,                5,                    11,11: November,General,                                                   .,,1972.0
261,               1,Connecticut,US Rep.,                6,                 92783,11: November,General,MODERN REPUBLICAN,"WALSH, JOHN F",1972.0
262,               2,Connecticut,US Rep.,                6,                140290,11: November,General,DEMOCRAT,"GRASSO, ELLA T",1972.0
263,               3,Connecticut,US Rep.,                6,                     9,11: November,General,                                                   .,,1972.0
264,               1,Connecticut,Governor,                0,                440169,11: November,General,MODERN REPUBLICAN,"STEELE, ROBERT H",1974.0
265,               2,Connecticut,Governor,                0,                643490,11: November,General,DEMOCRAT,"GRASSO, ELLA T",1974.0
266,               3,Connecticut,Governor,                0,                 16660,11: November,General,GEORGE WALLACE PARTY,"PALLONE, THOMAS J",1974.0
267,               4,Connecticut,Governor,                0,                  2291,11: November,General,AMERICAN,"PEICHERT, ALLEN C",1974.0
268,               5,Connecticut,Governor,                0,                   163,11: November,General,                                                   .,,1974.0
269,               1,Connecticut,US Rep.,                1,                 67080,11: November,General,MODERN REPUBLICAN,"BUCKLEY, F MAC",1974.0
270,               2,Connecticut,US Rep.,                1,                117038,11: November,General,DEMOCRAT,"COTTER, WILLIAM R",1974.0
271,               3,Connecticut,US Rep.,                1,                  2639,11: November,General,GEORGE WALLACE PARTY,"BURKE, CHARLIE A",1974.0
272,               4,Connecticut,US Rep.,                1,                    15,11: November,General,                                                   .,,1974.0
273,               1,Connecticut,US Rep.,                2,                 69380,11: November,General,MODERN REPUBLICAN,"HELLIER, SAMUEL B",1974.0
274,               2,Connecticut,US Rep.,                2,                104436,11: November,General,DEMOCRAT,"DODD, CHRISTOPHER J",1974.0
275,               3,Connecticut,US Rep.,                2,                  3124,11: November,General,INDEPENDENT,"DISCEPOLO, ANTHONY",1974.0
276,               4,Connecticut,US Rep.,                2,                     9,11: November,General,                                                   .,,1974.0
277,               1,Connecticut,US Rep.,                3,                 55177,11: November,General,MODERN REPUBLICAN,"ALTHAM, JAMES (JR)",1974.0
278,               2,Connecticut,US Rep.,                3,                114316,11: November,General,DEMOCRAT,"GIAIMO, ROBERT",1974.0
279,               3,Connecticut,US Rep.,                3,                  3693,11: November,General,GEORGE WALLACE PARTY,"KOLTYPIN, PETER",1974.0
280,               4,Connecticut,US Rep.,                3,                  2307,11: November,General,COMMUNIST,"FISHMAN, JOELLE R",1974.0
281,               5,Connecticut,US Rep.,                3,                    14,11: November,General,                                                   .,,1974.0
282,               1,Connecticut,US Rep.,                4,                 83630,11: November,General,MODERN REPUBLICAN,"MCKINNEY, STEWART B",1974.0
283,               2,Connecticut,US Rep.,                4,                 71047,11: November,General,DEMOCRAT,"KELLIS, JAMES G",1974.0
284,               3,Connecticut,US Rep.,                4,                  2540,11: November,General,GEORGE WALLACE PARTY,"FODEMAN, ALAN B",1974.0
285,               4,Connecticut,US Rep.,                4,                    18,11: November,General,                                                   .,,1974.0
286,               1,Connecticut,US Rep.,                5,                 94998,11: November,General,MODERN REPUBLICAN,"SARASIN, RONALD A",1974.0
287,               2,Connecticut,US Rep.,                5,                 90407,11: November,General,DEMOCRAT,"RATCHFORD, WILLIAM",1974.0
288,               3,Connecticut,US Rep.,                5,                  3071,11: November,General,GEORGE WALLACE PARTY,"KNAUF, VIRGINIA A",1974.0
289,               4,Connecticut,US Rep.,                5,                    13,11: November,General,                                                   .,,1974.0
290,               1,Connecticut,US Rep.,                6,                 69942,11: November,General,MODERN REPUBLICAN,"PISCOPO, PATSY J",1974.0
291,               2,Connecticut,US Rep.,                6,                122785,11: November,General,DEMOCRAT,"MOFFETT, ANTHONY TOBY",1974.0
292,               3,Connecticut,US Rep.,                6,                   823,11: November,General,INDEPENDENT,"MARIETTA, LOUIS J",1974.0
293,               4,Connecticut,US Rep.,                6,                    31,11: November,General,                                                   .,,1974.0
294,               1,Connecticut,"US Senator, 3",                0,                372055,11: November,General,MODERN REPUBLICAN,"BRANNEN, JAMES H (III)",1974.0
295,               2,Connecticut,"US Senator, 3",                0,                690820,11: November,General,DEMOCRAT,"RIBICOFF, ABRAHAM A",1974.0
296,               3,Connecticut,"US Senator, 3",                0,                 19184,11: November,General,GEORGE WALLACE PARTY,"CAPOZZI, ARTHUR F (JR)",1974.0
297,               4,Connecticut,"US Senator, 3",                0,                  2682,11: November,General,AMERICAN,"ROCHON, NORMAN L",1974.0
298,               5,Connecticut,"US Senator, 3",                0,                   177,11: November,General,                                                   .,,1974.0
299,               1,Connecticut,State Offices,                2,                416535,11: November,General,MODERN REPUBLICAN,"BINGHAM, JAMES F",1974.0
300,               2,Connecticut,State Offices,                2,                627376,11: November,General,DEMOCRAT,"AJELLO, CARL R (JR)",1974.0
301,               3,Connecticut,State Offices,                2,                    31,11: November,General,                                                   .,,1974.0
302,               1,Maine,Governor,                0,                145823,             .,General,MODERN REPUBLICAN,"PAYNE, FREDERICK G",1950.0
303,               2,Maine,Governor,                0,                 94304,             .,General,DEMOCRAT,"GRANT, EARLE S",1950.0
304,               3,Maine,Governor,                0,                  1050,             .,General,STATE'S RIGHTS DEMOCRAT,"CURRIER, LELAND B",1950.0
305,               1,Maine,US Rep.,                1,                 48869,             .,General,MODERN REPUBLICAN,"HALE, ROBERT",1950.0
306,               2,Maine,US Rep.,                1,                 41620,             .,General,DEMOCRAT,"CORMIER, LUCIA M",1950.0
